Symbol,Bid,Ask,Last,Volume,Date,Time
EURGBP=R,0.8467,0.8473,0.8467,17520.0,2016-08-02,1:22:5:0
EURGBP=R,0.8466,0.8472,0.8466,17521.0,2016-08-02,1:22:5:0
EURGBP=R,0.8466,0.8472,0.8466,17522.0,2016-08-02,1:22:5:0
EURGBP=R,0.8466,0.8471,0.8466,17523.0,2016-08-02,1:22:5:0
EURGBP=R,0.8466,0.8471,0.8466,17524.0,2016-08-02,1:22:5:0
EURGBP=R,0.8466,0.8472,0.8466,17525.0,2016-08-02,1:22:6:0
EURGBP=R,0.8467,0.8472,0.8467,17526.0,2016-08-02,1:22:6:0
EURGBP=R,0.8466,0.8473,0.8466,17527.0,2016-08-02,1:22:7:0
EURGBP=R,0.8466,0.8473,0.8466,17528.0,2016-08-02,1:22:8:0
EURGBP=R,0.8467,0.8471,0.8467,17529.0,2016-08-02,1:22:8:0
EURGBP=R,0.8469,0.8471,0.8469,17530.0,2016-08-02,1:22:9:0
EURGBP=R,0.8467,0.8472,0.8467,17531.0,2016-08-02,1:22:9:0
EURGBP=R,0.8466,0.8472,0.8466,17532.0,2016-08-02,1:22:9:0
EURGBP=R,0.8467,0.8471,0.8467,17533.0,2016-08-02,1:22:9:0
EURGBP=R,0.8467,0.8472,0.8467,17534.0,2016-08-02,1:22:9:0
EURGBP=R,0.8467,0.8472,0.8467,17535.0,2016-08-02,1:22:10:0
EURGBP=R,0.8467,0.8472,0.8467,17536.0,2016-08-02,1:22:10:0
EURGBP=R,0.8466,0.8471,0.8466,17537.0,2016-08-02,1:22:10:0
EURGBP=R,0.8466,0.8472,0.8466,17538.0,2016-08-02,1:22:10:0
EURGBP=R,0.8465,0.8473,0.8465,17539.0,2016-08-02,1:22:10:0
EURGBP=R,0.8466,0.8471,0.8466,17540.0,2016-08-02,1:22:11:0
EURGBP=R,0.8467,0.8472,0.8467,17541.0,2016-08-02,1:22:12:0
EURGBP=R,0.8467,0.8472,0.8467,17542.0,2016-08-02,1:22:13:0
EURGBP=R,0.8465,0.8473,0.8465,17543.0,2016-08-02,1:22:13:0
EURGBP=R,0.8465,0.8473,0.8465,17544.0,2016-08-02,1:22:14:0
EURGBP=R,0.8465,0.8473,0.8465,17545.0,2016-08-02,1:22:16:0
EURGBP=R,0.8467,0.8473,0.8467,17546.0,2016-08-02,1:22:16:0
EURGBP=R,0.8467,0.8473,0.8467,17547.0,2016-08-02,1:22:17:0
EURGBP=R,0.8468,0.8473,0.8468,17548.0,2016-08-02,1:22:18:0
EURGBP=R,0.8468,0.8472,0.8468,17549.0,2016-08-02,1:22:20:0
EURGBP=R,0.8468,0.8472,0.8468,17550.0,2016-08-02,1:22:21:0
EURGBP=R,0.8469,0.8472,0.8469,17551.0,2016-08-02,1:22:21:0
EURGBP=R,0.8469,0.8472,0.8469,17552.0,2016-08-02,1:22:24:0
EURGBP=R,0.8468,0.8472,0.8468,17553.0,2016-08-02,1:22:26:0
EURGBP=R,0.8467,0.8472,0.8467,17554.0,2016-08-02,1:22:26:0
EURGBP=R,0.8467,0.8472,0.8467,17555.0,2016-08-02,1:22:26:0
EURGBP=R,0.8467,0.8472,0.8467,17556.0,2016-08-02,1:22:26:0
EURGBP=R,0.8467,0.8472,0.8467,17557.0,2016-08-02,1:22:27:0
EURGBP=R,0.8467,0.8474,0.8467,17558.0,2016-08-02,1:22:30:0
EURGBP=R,0.8466,0.8473,0.8466,17559.0,2016-08-02,1:22:30:0
EURGBP=R,0.8467,0.8473,0.8467,17560.0,2016-08-02,1:22:31:0
EURGBP=R,0.8468,0.8471,0.8468,17561.0,2016-08-02,1:22:31:0
EURGBP=R,0.8468,0.8471,0.8468,17562.0,2016-08-02,1:22:32:0
EURGBP=R,0.8468,0.8473,0.8468,17563.0,2016-08-02,1:22:32:0
EURGBP=R,0.8468,0.8472,0.8468,17564.0,2016-08-02,1:22:33:0
EURGBP=R,0.8468,0.8473,0.8468,17565.0,2016-08-02,1:22:33:0
EURGBP=R,0.8468,0.8473,0.8468,17566.0,2016-08-02,1:22:33:0
EURGBP=R,0.8468,0.8473,0.8468,17567.0,2016-08-02,1:22:35:0
EURGBP=R,0.8469,0.8472,0.8469,17568.0,2016-08-02,1:22:35:0
EURGBP=R,0.8468,0.8473,0.8468,17569.0,2016-08-02,1:22:36:0
EURGBP=R,0.8468,0.8473,0.8468,17570.0,2016-08-02,1:22:37:0
EURGBP=R,0.8467,0.8472,0.8467,17571.0,2016-08-02,1:22:37:0
EURGBP=R,0.8467,0.8473,0.8467,17572.0,2016-08-02,1:22:37:0
EURGBP=R,0.8467,0.8473,0.8467,17573.0,2016-08-02,1:22:37:0
EURGBP=R,0.8468,0.8473,0.8468,17574.0,2016-08-02,1:22:37:0
EURGBP=R,0.8467,0.8473,0.8467,17575.0,2016-08-02,1:22:38:0
EURGBP=R,0.8467,0.8473,0.8467,17576.0,2016-08-02,1:22:38:0
EURGBP=R,0.8467,0.8472,0.8467,17577.0,2016-08-02,1:22:38:0
EURGBP=R,0.8467,0.8472,0.8467,17578.0,2016-08-02,1:22:39:0
EURGBP=R,0.8467,0.8473,0.8467,17579.0,2016-08-02,1:22:39:0
EURGBP=R,0.8465,0.8472,0.8465,17580.0,2016-08-02,1:22:40:0
EURGBP=R,0.8468,0.8473,0.8468,17581.0,2016-08-02,1:22:42:0
EURGBP=R,0.8466,0.8472,0.8466,17582.0,2016-08-02,1:22:42:0
EURGBP=R,0.8465,0.8472,0.8465,17583.0,2016-08-02,1:22:42:0
EURGBP=R,0.8466,0.8473,0.8466,17584.0,2016-08-02,1:22:42:0
EURGBP=R,0.8466,0.8472,0.8466,17585.0,2016-08-02,1:22:43:0
EURGBP=R,0.8467,0.8471,0.8467,17586.0,2016-08-02,1:22:43:0
EURGBP=R,0.8466,0.8472,0.8466,17587.0,2016-08-02,1:22:43:0
EURGBP=R,0.8466,0.8473,0.8466,17588.0,2016-08-02,1:22:45:0
EURGBP=R,0.8466,0.8471,0.8466,17589.0,2016-08-02,1:22:45:0
EURGBP=R,0.8466,0.8472,0.8466,17590.0,2016-08-02,1:22:46:0
EURGBP=R,0.8467,0.8472,0.8467,17591.0,2016-08-02,1:22:47:0
EURGBP=R,0.8468,0.8473,0.8468,17592.0,2016-08-02,1:22:47:0
EURGBP=R,0.8466,0.8473,0.8466,17593.0,2016-08-02,1:22:48:0
EURGBP=R,0.8466,0.8473,0.8466,17594.0,2016-08-02,1:22:48:0
EURGBP=R,0.8466,0.8473,0.8466,17595.0,2016-08-02,1:22:49:0
EURGBP=R,0.8466,0.8473,0.8466,17596.0,2016-08-02,1:22:49:0
EURGBP=R,0.8466,0.8473,0.8466,17597.0,2016-08-02,1:22:56:0
EURGBP=R,0.8467,0.8473,0.8467,17598.0,2016-08-02,1:22:57:0
EURGBP=R,0.8466,0.8473,0.8466,17599.0,2016-08-02,1:22:57:0
EURGBP=R,0.8466,0.8474,0.8466,17600.0,2016-08-02,1:22:57:0
EURGBP=R,0.8466,0.8473,0.8466,17601.0,2016-08-02,1:22:58:0
EURGBP=R,0.8466,0.8473,0.8466,17602.0,2016-08-02,1:23:0:0
EURGBP=R,0.8467,0.8473,0.8467,17603.0,2016-08-02,1:23:0:0
EURGBP=R,0.8467,0.8473,0.8467,17604.0,2016-08-02,1:23:0:0
EURGBP=R,0.8467,0.8473,0.8467,17605.0,2016-08-02,1:23:1:0
EURGBP=R,0.8468,0.8473,0.8468,17606.0,2016-08-02,1:23:1:0
EURGBP=R,0.8468,0.8472,0.8468,17607.0,2016-08-02,1:23:1:0
EURGBP=R,0.8469,0.8471,0.8469,17608.0,2016-08-02,1:23:2:0
EURGBP=R,0.8468,0.8472,0.8468,17609.0,2016-08-02,1:23:2:0
EURGBP=R,0.8468,0.8473,0.8468,17610.0,2016-08-02,1:23:3:0
EURGBP=R,0.8469,0.8472,0.8469,17611.0,2016-08-02,1:23:4:0
EURGBP=R,0.8469,0.8471,0.8469,17612.0,2016-08-02,1:23:4:0
EURGBP=R,0.8469,0.8471,0.8469,17613.0,2016-08-02,1:23:4:0
EURGBP=R,0.8467,0.8472,0.8467,17614.0,2016-08-02,1:23:5:0
EURGBP=R,0.8466,0.8472,0.8466,17615.0,2016-08-02,1:23:5:0
EURGBP=R,0.8467,0.8473,0.8467,17616.0,2016-08-02,1:23:5:0
EURGBP=R,0.8466,0.8473,0.8466,17617.0,2016-08-02,1:23:6:0
EURGBP=R,0.8466,0.8473,0.8466,17618.0,2016-08-02,1:23:6:0
EURGBP=R,0.8466,0.8471,0.8466,17619.0,2016-08-02,1:23:6:0
EURGBP=R,0.8466,0.8472,0.8466,17620.0,2016-08-02,1:23:7:0
EURGBP=R,0.8466,0.8471,0.8466,17621.0,2016-08-02,1:23:7:0
EURGBP=R,0.8466,0.8473,0.8466,17622.0,2016-08-02,1:23:9:0
EURGBP=R,0.8466,0.8472,0.8466,17623.0,2016-08-02,1:23:11:0
EURGBP=R,0.8466,0.8472,0.8466,17624.0,2016-08-02,1:23:11:0
EURGBP=R,0.8466,0.8472,0.8466,17625.0,2016-08-02,1:23:12:0
EURGBP=R,0.8466,0.8473,0.8466,17626.0,2016-08-02,1:23:12:0
EURGBP=R,0.8466,0.8473,0.8466,17627.0,2016-08-02,1:23:13:0
EURGBP=R,0.8466,0.8472,0.8466,17628.0,2016-08-02,1:23:15:0
EURGBP=R,0.8468,0.8473,0.8468,17629.0,2016-08-02,1:23:15:0
EURGBP=R,0.8466,0.8473,0.8466,17630.0,2016-08-02,1:23:15:0
EURGBP=R,0.8467,0.8473,0.8467,17631.0,2016-08-02,1:23:16:0
EURGBP=R,0.8467,0.8472,0.8467,17632.0,2016-08-02,1:23:17:0
EURGBP=R,0.8466,0.8473,0.8466,17633.0,2016-08-02,1:23:18:0
EURGBP=R,0.8466,0.8473,0.8466,17634.0,2016-08-02,1:23:20:0
EURGBP=R,0.8467,0.8473,0.8467,17635.0,2016-08-02,1:23:21:0
EURGBP=R,0.8466,0.8473,0.8466,17636.0,2016-08-02,1:23:21:0
EURGBP=R,0.8467,0.8473,0.8467,17637.0,2016-08-02,1:23:21:0
EURGBP=R,0.8466,0.8473,0.8466,17638.0,2016-08-02,1:23:21:0
EURGBP=R,0.8466,0.8473,0.8466,17639.0,2016-08-02,1:23:23:0
EURGBP=R,0.8466,0.8473,0.8466,17640.0,2016-08-02,1:23:24:0
EURGBP=R,0.8466,0.8473,0.8466,17641.0,2016-08-02,1:23:25:0
EURGBP=R,0.8466,0.8473,0.8466,17642.0,2016-08-02,1:23:26:0
EURGBP=R,0.8467,0.8473,0.8467,17643.0,2016-08-02,1:23:27:0
EURGBP=R,0.8466,0.8474,0.8466,17644.0,2016-08-02,1:23:27:0
EURGBP=R,0.8466,0.8473,0.8466,17645.0,2016-08-02,1:23:28:0
EURGBP=R,0.8467,0.8473,0.8467,17646.0,2016-08-02,1:23:29:0
EURGBP=R,0.8466,0.8473,0.8466,17647.0,2016-08-02,1:23:30:0
EURGBP=R,0.8466,0.8473,0.8466,17648.0,2016-08-02,1:23:30:0
EURGBP=R,0.8466,0.8472,0.8466,17649.0,2016-08-02,1:23:30:0
EURGBP=R,0.8467,0.8472,0.8467,17650.0,2016-08-02,1:23:30:0
EURGBP=R,0.8466,0.8473,0.8466,17651.0,2016-08-02,1:23:31:0
EURGBP=R,0.8467,0.8473,0.8467,17652.0,2016-08-02,1:23:31:0
EURGBP=R,0.8467,0.8473,0.8467,17653.0,2016-08-02,1:23:31:0
EURGBP=R,0.8467,0.8473,0.8467,17654.0,2016-08-02,1:23:31:0
EURGBP=R,0.8467,0.8473,0.8467,17655.0,2016-08-02,1:23:32:0
EURGBP=R,0.8467,0.8473,0.8467,17656.0,2016-08-02,1:23:33:0
EURGBP=R,0.8468,0.8473,0.8468,17657.0,2016-08-02,1:23:34:0
EURGBP=R,0.8468,0.8472,0.8468,17658.0,2016-08-02,1:23:34:0
EURGBP=R,0.8467,0.8473,0.8467,17659.0,2016-08-02,1:23:34:0
EURGBP=R,0.8467,0.8473,0.8467,17660.0,2016-08-02,1:23:35:0
EURGBP=R,0.8467,0.8473,0.8467,17661.0,2016-08-02,1:23:36:0
EURGBP=R,0.8467,0.8473,0.8467,17662.0,2016-08-02,1:23:36:0
EURGBP=R,0.8467,0.8473,0.8467,17663.0,2016-08-02,1:23:37:0
EURGBP=R,0.8467,0.8473,0.8467,17664.0,2016-08-02,1:23:37:0
EURGBP=R,0.8467,0.8473,0.8467,17665.0,2016-08-02,1:23:37:0
EURGBP=R,0.8467,0.8473,0.8467,17666.0,2016-08-02,1:23:39:0
EURGBP=R,0.8467,0.8473,0.8467,17667.0,2016-08-02,1:23:42:0
EURGBP=R,0.8467,0.8473,0.8467,17668.0,2016-08-02,1:23:44:0
EURGBP=R,0.8467,0.8473,0.8467,17669.0,2016-08-02,1:23:45:0
EURGBP=R,0.8467,0.8473,0.8467,17670.0,2016-08-02,1:23:45:0
EURGBP=R,0.8467,0.8473,0.8467,17671.0,2016-08-02,1:23:46:0
EURGBP=R,0.8467,0.8473,0.8467,17672.0,2016-08-02,1:23:46:0
EURGBP=R,0.8467,0.8473,0.8467,17673.0,2016-08-02,1:23:49:0
EURGBP=R,0.8467,0.8473,0.8467,17674.0,2016-08-02,1:23:50:0
EURGBP=R,0.8467,0.8473,0.8467,17675.0,2016-08-02,1:23:51:0
EURGBP=R,0.8467,0.8473,0.8467,17676.0,2016-08-02,1:23:52:0
EURGBP=R,0.8466,0.8472,0.8466,17677.0,2016-08-02,1:23:52:0
EURGBP=R,0.8466,0.8471,0.8466,17678.0,2016-08-02,1:23:52:0
EURGBP=R,0.8466,0.8471,0.8466,17679.0,2016-08-02,1:23:53:0
EURGBP=R,0.8466,0.8471,0.8466,17680.0,2016-08-02,1:23:54:0
EURGBP=R,0.8466,0.8471,0.8466,17681.0,2016-08-02,1:23:55:0
EURGBP=R,0.8467,0.8471,0.8467,17682.0,2016-08-02,1:23:56:0
EURGBP=R,0.8466,0.8471,0.8466,17683.0,2016-08-02,1:23:57:0
EURGBP=R,0.8466,0.8472,0.8466,17684.0,2016-08-02,1:23:57:0
EURGBP=R,0.8466,0.8473,0.8466,17685.0,2016-08-02,1:23:57:0
EURGBP=R,0.8467,0.8473,0.8467,17686.0,2016-08-02,1:23:57:0
EURGBP=R,0.8467,0.8473,0.8467,17687.0,2016-08-02,1:23:57:0
EURGBP=R,0.8467,0.8473,0.8467,17688.0,2016-08-02,1:23:58:0
