RIC,Trade Date,Open Price,High Price,Low Price,Universal Close Price,Volume
EUR=,2001-06-27,.8638,.866,.8584,.8589,
EUR=,2001-06-26,.8589,.8651,.8582,.8635,
EUR=,2001-06-25,.8566,.8626,.856,.8586,
EUR=,2001-06-22,.8541,.8576,.8503,.8571,
EUR=,2001-06-21,.8553,.859,.851,.8541,
EUR=,2001-06-20,.8536,.8556,.8492,.8544,
EUR=,2001-06-19,.8606,.8608,.8524,.8537,
EUR=,2001-06-18,.863,.8645,.8571,.8606,
EUR=,2001-06-15,.8624,.8673,.8598,.8611,
EUR=,2001-06-14,.8553,.8634,.8483,.8621,
EUR=,2001-06-13,.8528,.8568,.8505,.8545,
EUR=,2001-06-12,.8434,.8539,.8412,.853,
EUR=,2001-06-11,.8495,.854,.8408,.843,
EUR=,2001-06-08,.8516,.8518,.8455,.8506,
EUR=,2001-06-07,.8466,.8516,.8453,.8504,
EUR=,2001-06-06,.8541,.857,.8442,.8476,
EUR=,2001-06-05,.8458,.855,.8417,.8539,
EUR=,2001-06-04,.846,.8538,.8435,.8463,
EUR=,2001-06-01,.8446,.85,.8428,.8474,
EUR=,2001-05-31,.8554,.8565,.8437,.8456,
EUR=,2001-05-30,.8556,.8592,.8532,.8564,
EUR=,2001-05-29,.8598,.8612,.8525,.8554,
EUR=,2001-05-28,.86,.8607,.8573,.86,
EUR=,2001-05-25,.8568,.8627,.8534,.8608,
EUR=,2001-05-24,.8554,.8613,.8498,.8566,
EUR=,2001-05-23,.8655,.8662,.8544,.8563,
EUR=,2001-05-22,.8766,.8775,.8624,.8648,
EUR=,2001-05-21,.8797,.8816,.8737,.8764,
EUR=,2001-05-18,.8827,.8828,.8751,.8812,
EUR=,2001-05-17,.883,.888,.8788,.8824,
EUR=,2001-05-16,.8782,.8867,.8741,.8832,
EUR=,2001-05-15,.8738,.8801,.8728,.878,
EUR=,2001-05-14,.8754,.8759,.8721,.8741,
EUR=,2001-05-11,.8814,.8825,.8731,.8751,
EUR=,2001-05-10,.8862,.8921,.8776,.8812,
EUR=,2001-05-09,.8851,.8861,.8807,.8856,
EUR=,2001-05-08,.8903,.8912,.8821,.8851,
EUR=,2001-05-07,.8926,.8934,.8895,.8899,
EUR=,2001-05-04,.8892,.9007,.889,.8924,
EUR=,2001-05-03,.8936,.8977,.8879,.8894,
EUR=,2001-05-02,.8934,.8951,.8882,.8936,
EUR=,2001-05-01,.8888,.8941,.8854,.8928,
EUR=,2001-04-30,.8915,.8924,.8848,.888,
EUR=,2001-04-27,.9034,.9055,.8884,.892,
EUR=,2001-04-26,.8974,.9043,.8944,.9028,
EUR=,2001-04-25,.8945,.9001,.8903,.8972,
EUR=,2001-04-24,.8961,.9019,.8928,.894,
EUR=,2001-04-23,.9015,.9082,.8939,.8962,
EUR=,2001-04-20,.8974,.9047,.8945,.902,
EUR=,2001-04-19,.8836,.8988,.8804,.8978,
EUR=,2001-04-18,.8832,.89,.8694,.882,
EUR=,2001-04-17,.8882,.891,.8774,.8836,
EUR=,2001-04-16,.8885,.8904,.8825,.8886,
EUR=,2001-04-13,.8926,.8933,.8876,.888,
EUR=,2001-04-12,.8878,.8943,.8833,.8924,
EUR=,2001-04-11,.8887,.8916,.8805,.888,
EUR=,2001-04-10,.8965,.8992,.8864,.8884,
EUR=,2001-04-09,.9026,.9047,.896,.8968,
EUR=,2001-04-06,.8966,.9051,.8921,.9038,
EUR=,2001-04-05,.9009,.9091,.8933,.8965,
EUR=,2001-04-04,.8974,.905,.8932,.9011,
EUR=,2001-04-03,.8795,.8997,.879,.8979,
EUR=,2001-04-02,.8742,.8835,.8741,.8794,
EUR=,2001-03-30,.8832,.8875,.8748,.8774,
EUR=,2001-03-29,.8856,.8885,.8793,.8825,
EUR=,2001-03-28,.8933,.8946,.8843,.8856,
EUR=,2001-03-27,.8956,.8991,.8896,.893,
EUR=,2001-03-26,.8909,.8975,.8882,.8957,
EUR=,2001-03-23,.8889,.8967,.885,.8898,
EUR=,2001-03-22,.8958,.8966,.8827,.8881,
EUR=,2001-03-21,.909,.9125,.8928,.8958,
EUR=,2001-03-20,.8991,.9097,.8984,.9092,
EUR=,2001-03-19,.8973,.9018,.893,.8987,
EUR=,2001-03-16,.8969,.9003,.8911,.8972,
EUR=,2001-03-15,.9117,.913,.895,.8982,
EUR=,2001-03-14,.9152,.9215,.9075,.9107,
EUR=,2001-03-13,.9283,.93,.9124,.9144,
EUR=,2001-03-12,.9324,.9342,.9255,.9285,
EUR=,2001-03-09,.9322,.9374,.9288,.9327,
EUR=,2001-03-08,.9295,.9341,.9265,.9322,
EUR=,2001-03-07,.9342,.9371,.9262,.9294,
EUR=,2001-03-06,.9287,.9351,.9249,.9341,
EUR=,2001-03-05,.9363,.9365,.9279,.9294,
EUR=,2001-03-02,.9296,.938,.9283,.9345,
EUR=,2001-03-01,.9235,.9321,.922,.9294,
EUR=,2001-02-28,.9184,.9256,.9158,.923,
EUR=,2001-02-27,.9106,.9211,.908,.9174,
EUR=,2001-02-26,.917,.9187,.9076,.9114,
EUR=,2001-02-23,.9044,.921,.9024,.9172,
EUR=,2001-02-22,.9088,.913,.9013,.9048,
EUR=,2001-02-21,.912,.9181,.9054,.9092,
EUR=,2001-02-20,.9212,.9239,.9047,.9121,
EUR=,2001-02-19,.913,.9235,.9118,.9217,
EUR=,2001-02-16,.9048,.9177,.9044,.9128,
EUR=,2001-02-15,.9179,.9195,.9023,.9044,
EUR=,2001-02-14,.9194,.922,.9162,.9181,
EUR=,2001-02-13,.9314,.933,.9168,.9206,
EUR=,2001-02-12,.925,.933,.9245,.931,
EUR=,2001-02-09,.9176,.9275,.9123,.9245,
EUR=,2001-02-08,.9282,.9298,.9146,.9187,
EUR=,2001-02-07,.9311,.9352,.9253,.9278,
EUR=,2001-02-06,.9376,.9387,.9279,.9307,
EUR=,2001-02-05,.9343,.9442,.9339,.938,
EUR=,2001-02-02,.9382,.942,.9315,.936,
EUR=,2001-02-01,.937,.9445,.9355,.9388,
EUR=,2001-01-31,.926,.937,.9249,.9362,
EUR=,2001-01-30,.917,.9278,.9142,.9265,
EUR=,2001-01-29,.9243,.926,.9155,.9162,
EUR=,2001-01-26,.9236,.9317,.9194,.9238,
EUR=,2001-01-25,.9214,.925,.9109,.9242,
EUR=,2001-01-24,.937,.9371,.9209,.921,
EUR=,2001-01-23,.9384,.945,.9368,.9376,
EUR=,2001-01-22,.9339,.9403,.9268,.9393,
EUR=,2001-01-19,.9424,.9504,.9335,.9336,
EUR=,2001-01-18,.9354,.9465,.935,.944,
EUR=,2001-01-17,.9422,.9447,.9287,.9352,
EUR=,2001-01-16,.942,.944,.9369,.9414,
EUR=,2001-01-15,.9517,.953,.9407,.9422,
EUR=,2001-01-12,.9524,.958,.9466,.9516,
EUR=,2001-01-11,.936,.9551,.936,.9528,
EUR=,2001-01-10,.9438,.9465,.936,.9364,
EUR=,2001-01-09,.9468,.9477,.9378,.9452,
EUR=,2001-01-08,.9574,.9592,.9463,.9476,
EUR=,2001-01-05,.9497,.9595,.9463,.9578,
EUR=,2001-01-04,.9271,.9519,.926,.949,
EUR=,2001-01-03,.9506,.957,.9272,.9281,
EUR=,2001-01-02,.9423,.9512,.9361,.9496,
EUR=,2001-01-01,"-9,999,402","-9,999,402","-9,999,402","-9,999,402",
EUR=,2000-12-29,.9292,.9425,.9275,.9422,
EUR=,2000-12-28,.9304,.9317,.9242,.9294,
EUR=,2000-12-27,.9304,.9341,.9269,.9304,
EUR=,2000-12-26,.9258,.9323,.9232,.9308,
EUR=,2000-12-25,.9235,.9278,.9195,.9251,
EUR=,2000-12-22,.9163,.9262,.9142,.924,
EUR=,2000-12-21,.909,.9172,.9054,.916,
EUR=,2000-12-20,.895,.9099,.8945,.9094,
EUR=,2000-12-19,.8945,.8968,.8878,.8943,
EUR=,2000-12-18,.8941,.9017,.892,.8934,
EUR=,2000-12-15,.8928,.9,.89,.8952,
EUR=,2000-12-14,.8766,.8915,.8753,.8905,
EUR=,2000-12-13,.879,.8816,.8712,.8766,
EUR=,2000-12-12,.8774,.8838,.8748,.8788,
EUR=,2000-12-11,.8822,.8863,.8746,.8758,
EUR=,2000-12-08,.89,.8915,.8805,.886,
EUR=,2000-12-07,.8918,.8974,.885,.8892,
EUR=,2000-12-06,.8796,.892,.8768,.8913,
EUR=,2000-12-05,.888,.8907,.8781,.8796,
EUR=,2000-12-04,.8785,.8932,.8753,.889,
EUR=,2000-12-01,.8722,.8793,.8698,.8784,
EUR=,2000-11-30,.8572,.8734,.8564,.8722,
EUR=,2000-11-29,.856,.8658,.8552,.8574,
EUR=,2000-11-28,.8518,.8579,.85,.8564,
EUR=,2000-11-27,.8388,.8525,.8381,.8512,
EUR=,2000-11-24,.8388,.8456,.8372,.8383,
EUR=,2000-11-23,.8448,.8456,.837,.838,
EUR=,2000-11-22,.843,.8485,.8408,.844,
EUR=,2000-11-21,.8514,.8534,.8414,.8433,
EUR=,2000-11-20,.8493,.8522,.8459,.8511,
EUR=,2000-11-17,.853,.8576,.8472,.8487,
EUR=,2000-11-16,.8572,.8598,.8511,.8518,
EUR=,2000-11-15,.8574,.8633,.855,.857,
EUR=,2000-11-14,.856,.8615,.8546,.8579,
EUR=,2000-11-13,.8619,.8664,.8577,.8592,
EUR=,2000-11-10,.8664,.8706,.859,.8602,
EUR=,2000-11-09,.8556,.8671,.8514,.866,
EUR=,2000-11-08,.86,.869,.8514,.8556,
EUR=,2000-11-07,.8613,.8666,.8573,.8602,
EUR=,2000-11-06,.8666,.873,.8554,.8611,
EUR=,2000-11-03,.8582,.8796,.857,.8664,
EUR=,2000-11-02,.8614,.8667,.855,.8593,
EUR=,2000-11-01,.8484,.8615,.8464,.8612,
EUR=,2000-10-31,.8404,.8499,.8378,.849,
EUR=,2000-10-30,.8407,.8528,.8385,.8398,
EUR=,2000-10-27,.8307,.8441,.8283,.8394,
EUR=,2000-10-26,.8266,.8324,.8225,.8301,
EUR=,2000-10-25,.8358,.8386,.8243,.827,
EUR=,2000-10-24,.835,.8403,.8341,.8356,
EUR=,2000-10-23,.8412,.8423,.8343,.8352,
EUR=,2000-10-20,.8427,.848,.8347,.8419,
EUR=,2000-10-19,.8384,.8452,.8378,.8431,
EUR=,2000-10-18,.8539,.8575,.8323,.8388,
EUR=,2000-10-17,.8501,.856,.8471,.854,
EUR=,2000-10-16,.8545,.8556,.8456,.8498,
EUR=,2000-10-13,.8625,.866,.8526,.856,
EUR=,2000-10-12,.865,.868,.8609,.8622,
EUR=,2000-10-11,.8715,.8765,.8652,.8656,
EUR=,2000-10-10,.8681,.8744,.8657,.8715,
EUR=,2000-10-09,.8689,.8711,.8659,.868,
EUR=,2000-10-06,.869,.8741,.8659,.8682,
EUR=,2000-10-05,.8744,.8787,.8676,.8686,
EUR=,2000-10-04,.8757,.8778,.8714,.8749,
EUR=,2000-10-03,.8771,.8786,.8724,.8752,
EUR=,2000-10-02,.884,.8857,.8758,.877,
EUR=,2000-09-29,.8791,.8851,.8745,.8837,
EUR=,2000-09-28,.883,.8864,.8765,.879,
EUR=,2000-09-27,.8829,.8885,.878,.8831,
EUR=,2000-09-26,.8744,.8838,.8724,.8826,
EUR=,2000-09-25,.8795,.8828,.8708,.8742,
